INPUT:hyponym	INPUT:hypernym	INPUT:genitive	OUTPUT:judgement	CONFIDENCE:judgement
рынок	магазин	магазина	true	53.29%
рынок	магазинчик	магазинчика	true	70.60%
рынок	мероприятие	мероприятия	false	95.40%
рынок	места	мест	true	99.98%
рынок	место_в_пространстве	места_в_пространства	true	95.02%
рынок	низкорентабельный	низкорентабельного	false	98.34%
рынок	обмен	обмена	true	84.24%
рынок	отдел	отдела	true	53.29%
рынок	отрасль	отрасли	true	86.01%
рынок	предприя­тие	предприя­тия	true	99.66%
рынок	предприятие	предприятия	true	99.66%
рынок	сложноорганизованная_система	сложноорганизованной_системы	true	98.31%
рынок	сорт	сорта	false	99.96%
рынок	спор	спора	false	99.84%
рынок	стоянка	стоянки	false	99.96%
рынок	торговая_точка	торговой_точки	true	99.99%
рынок	фактор	фактора	false	99.95%
рынок	шум	шума	false	99.96%
рынок	экономика	экономики	true	99.99%
рынок	экономическая_сфера	экономической_сферы	true	99.99%
ряд	величина	величины	false	63.76%
ряд	дело	дела	false	99.96%
ряд	кем­бриджская	кем­бриджской	false	99.97%
ряд	количество	количества	true	97.89%
ряд	ларек	ларька	false	99.87%
ряд	магазин	магазина	false	98.45%
ряд	мебель	мебели	false	61.17%
ряд	мера	меры	false	99.62%
ряд	место	места	true	99.72%
ряд	множество	множества	false	51.90%
ряд	платеж	платежа	false	99.96%
ряд	последовательность	последовательности	true	99.99%
ряд	пространственное_расположение	пространственного_расположения	true	93.91%
ряд	размещение	размещения	true	97.43%
ряд	расположение_в_пространстве	расположения_в_пространства	true	94.92%
ряд	расположенность	расположенности	true	52.31%
ряд	расход	расхода	false	99.92%
ряд	совокупность,_целое	совокупности,_целого	true	62.66%
ряд	состав	состава	true	99.73%
ряд	составляющая	составляющей	false	94.37%
ряд	строй	строя	true	99.99%
ряд	структура	структуры	true	99.99%
ряд	украшение	украшения	false	99.34%
ряд	учреждение	учреждения	false	99.09%
ряд	целое	целого	true	68.68%
ряд	часть	части	false	99.59%
ряд	череда	череды	false	98.03%
самолет	авиасредство	авиасредства	true	97.87%
самолет	авиация	авиации	true	99.99%
самолет	авиационная_техника	авиационной_техники	true	99.99%
самолет	агрегат	агрегата	true	99.98%
самолет	военной_техники	военной_техников	true	99.99%
самолет	вооружения	вооружений	true	99.99%
самолет	вооружение	вооружения	true	99.94%
самолет	гидроплан	гидроплана	false	85.43%
самолет	гидросамолет	гидросамолёта	false	99.55%
самолет	летательных_аппаратов	летательных_аппаратов	true	99.99%
самолет	машина	машины	true	99.95%
самолет	оттиражирована	оттиражирована	false	99.99%
самолет	планер	планера	false	85.43%
самолет	прибор	прибора	false	85.43%
самолет	система	системы	false	98.68%
самолет	специалист	специалиста	false	99.98%
самолет	средства	средств	true	99.99%
самолет	техника	техники	true	99.99%
самолет	техники	техников	false	98.51%
самолет	транспортного_средства	транспортного_средств	true	99.99%
свет	белые_личинки	белых_личинок	false	99.99%
свет	блеск	блеска	true	99.22%
свет	вода	воды	false	99.99%
свет	дворянство	дворянства	false	99.99%
свет	документ	документа	false	99.99%
свет	жидкость	жидкости	false	99.99%
свет	заря	зари	false	79.72%
свет	звезда	звезды	true	53.29%
свет	земля	земли	false	99.78%
свет	излучение	излучения	true	99.98%
свет	коммунальные_услуги	коммунальных_услуг	true	99.99%
свет	круг	круга	false	99.99%
свет	мультиверсный	мультиверсного	false	99.99%
свет	обожура	обожура	false	99.88%
свет	освещение	освещения	true	99.99%
свет	параметр	параметра	true	99.06%
свет	протона —	протона —	false	99.78%
свет	рассвет	рассвета	true	99.87%
свет	светильник	светильника	false	85.83%
свет	сила	силы	false	99.96%
свет	снабжение	снабжения	false	51.90%
свет	теплоэлектроэнергия	теплоэлектроэнергии	true	99.99%
свет	угодье	угодья	false	99.91%
свет	утро	утра	false	56.13%
свет	физических_факторов	физических_факторов	true	99.35%
свет	характеристика	характеристики	true	53.29%
свет	электромагнитных_волн	электромагнитных_волн	true	99.13%
свет	энергетический	энергетического	true	99.99%
свет	энергия	энергии	true	99.97%
свобода	антицелостность	антицелостности	false	92.28%
свобода	благо	блага	true	97.60%
свобода	возможность	возможности	true	99.58%
свобода	высокоинтегрированная	высокоинтегрированной	false	99.99%
свобода	идеями_просвещения	идей_просвещений	false	98.51%
свобода	избрание	избрания	false	99.52%
свобода	легкость	лёгкости	false	65.59%
свобода	младшие_чинами_чекисты	младших_чинов_чекистов	false	99.99%
свобода	независимость	независимости	true	99.42%
свобода	необходимость	необходимости	false	98.77%
свобода	несистемна	несистемной	false	99.92%
свобода	отсутствие	отсутствия	false	75.61%
свобода	поэтому	поэтому	false	99.99%
свобода	право_согласно_закону	права_согласно_закона	true	97.87%
свобода	пространство	пространства	true	53.29%
свобода	растение	растения	false	99.92%
свобода	решение	решения	false	56.13%
свобода	роскошь	роскоши	false	99.81%
свобода	свободу	свободы	false	97.98%
свобода	слова	слов	false	99.60%
свобода	слово	слова	false	52.13%
свобода	социальных_услугах	социальных_услуг	false	99.38%
свобода	спектр	спектра	false	99.95%
свобода	субъективное_право	субъективного_права	true	94.35%
свобода	фактор	фактора	false	97.44%
свобода	ценности	ценностей	true	98.26%
свобода	юридическое_право	юридического_права	true	97.63%
связь	беспроводной_связи	беспроводной_связей	true	72.28%
связь	близость	близости	true	80.67%
связь	взаимодействие	взаимодействия	true	78.16%
связь	военные_учреждения	военных_учреждений	false	95.42%
связь	доставленное…	доставленное…	false	99.88%
связь	зависимость	зависимости	true	84.91%
связь	занятие	занятия	false	97.52%
связь	непроизводственная_сфера	непроизводственной_сферы	false	84.09%
связь	нечто	нечто	false	99.99%
связь	оборудование	оборудования	false	94.11%
связь	общение	общения	true	99.31%
связь	объединение	объединения	true	82.81%
связь	организация	организации	false	99.99%
связь	примитивные_операции	примитивных_операций	true	97.37%
связь	приспособление	приспособления	false	99.65%
связь	проблемы	проблем	false	99.86%
связь	проблема	проблемы	false	99.92%
связь	согласованность	согласованности	true	99.89%
связь	соединение	соединения	true	73.60%
связь	устройств_связи	устройств_связей	false	87.86%
связь	фактор	фактора	false	98.89%
семья	главраввин	главраввина	false	99.98%
семья	групповой	группового	true	99.51%
семья	губернского_масштаба_деятели	губернского_масштаба_деятелей	false	99.98%
семья	жених/невеста	жених/невеста	true	99.98%
семья	здание	здания	false	99.98%
семья	конвиксных	конвиксных	false	99.90%
семья	масштаба_деятели	масштаба_деятелей	false	99.95%
семья	общность	общности	true	80.56%
семья	окружение	окружения	true	99.99%
семья	постройка	постройки	false	99.96%
семья	родственник	родственника	true	97.75%
семья	совокупность	совокупности	true	99.77%
семья	содружество	содружества	true	80.56%
семья	сообщество	сообщества	true	99.99%
семья	социальные_институты, социальных_институтов	социальных_институтов	false	85.53%
семья	строение	строения	false	99.30%
семья	ценности	ценностей	true	99.99%
семья	ценность	ценности	true	70.14%
сердце	внутренние_органы, внутренним_органам, внутренних_органов	внутренних_органов	true	99.99%
сердце	гнев	гнева	false	99.99%
сердце	заболевание	заболевания	false	99.30%
сердце	кровеносным_сосудам	кровеносного_сосудов	true	68.05%
сердце	место	места	false	99.66%
сердце	мир	мира	false	99.40%
сердце	полый_орган	полого_органа	false	85.28%
сердце	сефиротически	сефиротичёсок	false	99.99%
сердце	символ_(условный_знак)	символа_(условного_знака)	true	87.71%
сердце	символика	символики	true	73.60%
сердце	символический	символического	true	98.82%
сердце	суть	сути	false	99.95%
сердце	сущность	сущности	false	99.24%
сердце	условный_символ	условного_символа	true	98.87%
сердце	часть_тела	части_тел	true	99.94%
сердце	человек	человека	false	99.59%
сердце	штука	штуки	false	99.99%
сердце	энтелехия	энтелехии	false	99.80%
сила	боевой_технике	боевой_техники	false	53.66%
сила	величина	величины	true	99.96%
сила	воздействие	воздействия	true	99.99%
сила	глубинными_состояниями_ума	глубинных_состояний_ума	false	96.93%
сила	желанной_добычей	желанной_добычи	false	99.82%
сила	количество	количества	false	99.99%
сила	мера	меры	true	99.90%
сила	мировосприятие	мировосприятия	false	92.77%
сила	мироощущение	мироощущения	false	99.88%
сила	могущество	могущества	true	99.99%
сила	неспокойность	неспокойности	true	99.51%
сила	параметр	параметра	true	99.99%
сила	подразделение	подразделения	false	99.98%
сила	псевдопотоки	псевдопотоков	false	99.95%
сила	сверхбытовой	сверхбытового	false	99.92%
сила	смыслообразуется	смыслообразующегося	false	99.56%
сила	совокупность	совокупности	false	99.86%
сила	состояниями_ума	состояний_ума	false	99.70%
сила	способность	способности	true	99.96%
сила	степень_(сравнительная_величина)	степени_(сравнительной_величины)	true	99.97%
сила	трос	троса	false	99.65%
сила	устойчивость	устойчивости	false	95.09%
сила	фактор	фактора	true	98.96%
сила	формирование	формирования	false	98.42%
сила	характеристика	характеристики	true	99.99%
система	военной_техники	военной_техников	false	97.40%
система	инженерная_система	инженерной_системы	false	94.97%
система	инструмента_деятельности	инструмента_деятельностей	true	52.49%
система	линия_поведения	линии_поведений	false	97.48%
система	метод	метода	false	53.19%
система	многокомпонентность	многокомпонентности	true	99.96%
система	нетеррористическое	нетеррористического	false	98.49%
система	обстоятельства	обстоятельств	false	99.77%
система	объективное_право	объективного_права	false	99.85%
система	органов, органы	органов	false	99.92%
система	патриархальные_пережитки	патриархальных_пережитков	false	99.85%
система	поведение	поведения	false	99.69%
система	подход	подхода	true	99.99%
система	порядок_(состояние)	порядка_(состояния)	true	83.23%
система	предмет	предмета	false	99.99%
система	принцип	принципа	true	78.26%
система	программное_обеспечение	программного_обеспечения	true	99.99%
система	системы_тел	систем_тел	false	99.82%
система	совокупность,_целое	совокупности,_целого	true	99.98%
система	соци­альное	соци­ального	true	99.96%
система	усовершенствовавшее	усовершенствовавшего	false	99.12%
система	устройство	устройства	true	99.28%
система	феномен	феномена	false	99.99%
система	целое	целого	false	99.97%
система	штука	штуки	false	99.94%
система	этноконфессиональное	этноконфессионального	false	99.99%
ситуация	безыллюзорность	безыллюзорности	false	99.98%
ситуация	внешних_причин	внешних_причин	true	87.71%
ситуация	действительность	действительности	true	95.10%
ситуация	дело	дела	false	99.98%
ситуация	пердэма	пердэмы	false	99.99%
ситуация	постоянная_сущность	постоянной_сущности	false	99.99%
ситуация	причина	причины	false	90.70%
ситуация	процесс	процесса	false	54.52%
ситуация	распределение	распределения	true	99.60%
ситуация	системодеятельности	системодеятельностей	false	99.96%
ситуация	совокупность	совокупности	false	99.51%
ситуация	татаркевичу	татаркевича	false	99.99%
ситуация	условия	условий	true	75.40%
ситуация	условие	условия	true	99.99%
ситуация	утверждение	утверждения	false	99.99%
ситуация	факт	факта	false	83.35%
ситуация	элементов_повествования	элементов_повествований	false	93.12%
слово	буквосочетание	буквосочетания	true	99.99%
слово	высказывание	высказывания	true	99.98%
слово	выступление	выступления	true	99.78%
слово	единица_языка	единицы_языка	true	99.99%
слово	заявление	заявления	false	71.66%
слово	информационного_воздействия	информационного_воздействий	true	99.99%
слово	книга	книги	true	71.71%
слово	мелочи	мелочей	false	99.99%
слово	мелочь	мелочи	false	99.82%
слово	ниданетственность	ниданетственности	false	99.92%
слово	но	но	false	99.99%
слово	одаренные_ученые	одарённых_учёных	true	73.07%
слово	паремия	паремии	false	99.65%
слово	последовательность	последовательности	false	61.84%
слово	различными_способами	различных_способов	false	75.21%
слово	распоряжение	распоряжения	true	88.63%
слово	слабым_инструментом_обмена_информацией	слабого_инструмента_обмена_информации	true	99.18%
слово	слова	слов	false	57.09%
слово	снова	снова	false	99.98%
слово	специи	специй	false	99.99%
слово	средства	средств	false	98.85%
слово	текст	текста	true	99.99%
слово	тоже	тоже	false	98.94%
слово	часть_речи	части_речей	true	86.04%
слово	„принципиальная	„принципиальной	false	99.99%
служба	государственных_учреждений	государственных_учреждений	true	91.77%
служба	дар	дара	false	99.92%
служба	действие	действия	true	65.17%
служба	дело	дела	true	59.22%
служба	дельце	дельца	false	99.97%
служба	деятельность	деятельности	true	99.99%
служба	должность	должности	true	99.94%
служба	дух	духа	false	61.84%
служба	заведение	заведения	true	95.22%
служба	занятие,_деятельность	занятия,_деятельности	true	99.99%
служба	исполнение	исполнения	true	99.99%
служба	место	места	true	50.60%
служба	небоевые_специальности	небоевых_специальностей	false	97.71%
служба	обряд	обряда	true	65.83%
служба	обслуживание	обслуживания	false	97.71%
служба	обязанность	обязанности	true	99.94%
служба	организация	организации	true	99.80%
служба	отрасль	отрасли	true	81.17%
служба	помещение	помещения	false	98.33%
служба	при_наркоме	при_наркома	false	99.70%
служба	программа	программы	false	61.84%
служба	работа	работы	true	99.99%
служба	средствами_связи	средств_связей	false	99.91%
служба	уполномоченный	уполномоченного	false	85.03%
служба	ущемлявшая	ущемлявшей	false	99.09%
служба	целенаправленная_деятельность	целенаправленной_деятельности	true	98.40%
служба	церемониальный	церемониального	true	99.97%
служба	церемония_(торжественное_мероприятие)	церемонии_(торжественного_мероприятия)	true	99.61%
случай	атмосфера	атмосферы	false	99.99%
случай	благо	блага	false	99.99%
случай	дисциплина	дисциплины	false	90.62%
случай	злокачественных_заболеваний	злокачественных_заболеваний	false	99.97%
случай	катектированные	катектированных	false	99.98%
случай	климат	климата	false	99.98%
случай	количество	количества	false	99.98%
случай	лицо	лица	false	99.95%
случай	наслаждение	наслаждения	false	52.61%
случай	непредсказуемые_случайности	непредсказуемых_случайностей	true	99.99%
случай	обстоятельства,_обстановка,_условия	обстоятельств,_обстановки,_условий	true	99.99%
случай	онтопсихолога	онтопсихолога	false	99.66%
случай	подобных_реакций	подобных_реакций	false	99.55%
случай	положение_дел	положения_дел	false	99.97%
случай	причина	причины	true	94.17%
случай	растение	растения	false	99.98%
случай	сенсосферы	сенсосфер	false	99.95%
случай	ситуация	ситуации	true	92.00%
случай	событие	события	true	99.99%
случай	состояние	состояния	false	97.43%
случай	творцы_спектакля	творцов_спектакля	false	87.33%
случай	удовольствие	удовольствия	false	66.62%
случай	условие	условия	false	99.76%
случай	факт	факта	true	98.63%
случай	фактор	фактора	true	56.72%
случай	число	числа	false	99.99%
случай	штука	штуки	false	99.99%
случай	явление	явления	true	98.63%
смерть	высоким_идеалам	высоких_идеалов	false	99.99%
смерть	гибель_(прекращение_существования)	гибели_(прекращения_существований)	true	99.93%
смерть	гибнуть	гибнущего	true	71.40%
смерть	гробик	гробика	false	99.98%
смерть	итог—	итог—	true	99.91%
смерть	казнь	казни	true	89.93%
смерть	ли­шенное	ли­шенного	false	76.27%
смерть	мелочи	мелочей	false	99.99%
смерть	мелочь	мелочи	false	99.99%
смерть	несчастье	несчастья	true	99.99%
смерть	погибать	погибающего	true	88.68%
смерть	погибель	погибели	false	99.88%
смерть	погибнуть	погибшего	false	99.98%
смерть	прекращение	прекращения	true	99.99%
смерть	простой_вещи	простоя_вещей	false	99.99%
смерть	пустяк	пустяка	false	99.99%
смерть	серьезное_дело	серьёзного_дела	false	75.13%
смерть	событие	события	true	99.99%
смерть	спе­цифическое	спе­цифического	false	99.98%
смерть	факт	факта	false	98.16%
смерть	эстетического_завершения_личности	эстетического_завершений_личностей	false	82.60%
смерть	ящик	ящика	false	99.60%
смысл	базис	базиса	false	99.90%
смысл	база	базы	false	99.42%
смысл	высказывание	высказывания	false	59.42%
смысл	дисциплина	дисциплины	false	99.98%
смысл	добродетель	добродетели	false	99.98%
смысл	достоинство	достоинства	false	99.63%
смысл	идея	идеи	true	86.04%
смысл	иносказательный	иносказательного	false	99.27%
смысл	интерпретация	интерпретации	false	89.61%
смысл	информация	информации	true	71.76%
смысл	концепция	концепции	false	97.29%
смысл	лиц	лиц	false	99.98%
смысл	лицо	лица	false	99.98%
смысл	наука	науки	false	97.29%
смысл	обращения	обращений	false	99.84%
смысл	обращение	обращения	false	99.84%
смысл	обстоятельства	обстоятельств	false	99.63%
смысл	объективная	объективной	false	95.75%
смысл	основание	основания	false	91.69%
смысл	основа	основы	false	50.44%
смысл	польза	пользы	false	96.37%
смысл	проявления_мотивов	проявлений_мотивов	true	88.63%
смысл	разум	разума	true	99.37%
смысл	смысл —	смысл —	false	99.99%
смысл	содержание	содержания	true	99.59%
смысл	социальной_системы	социальной_систем	false	99.94%
смысл	способность	способности	false	99.28%
смысл	стержень	стержня	false	99.99%
смысл	творческие_формы	творческих_форм	false	96.01%
смысл	тропологический	тропологического	false	99.92%
смысл	убеждение	убеждения	true	70.35%
смысл	феноменам_человека	феноменов_человека	false	99.98%
событие	всерешающее	всерешающего	false	99.99%
событие	дело	дела	false	96.01%
событие	дельце	дельца	false	99.97%
событие	деятельность	деятельности	true	86.11%
событие	животрепещущие_темы	животрепещущих_тем	false	98.58%
событие	конкретирование	конкретирования	false	99.72%
событие	мероприятие	мероприятия	true	81.77%
событие	наука	науки	false	99.99%
событие	отрасль	отрасли	false	99.98%
событие	политических_систем	политических_систем	false	99.72%
событие	предмет	предмета	false	99.99%
событие	ремесло	ремесла	false	99.98%
событие	тривиальное, —	тривиальное, —	false	99.58%
событие	факт	факта	true	97.45%
событие	целенаправленная_деятельность	целенаправленной_деятельности	false	99.76%
совет	аспектно-ориентированное_программирование	аспектно-ориентированного_программирования	false	99.99%
совет	данехоф	данехофа	false	99.99%
совет	кантарнадо	кантарнадо	false	99.99%
совет	мнение	мнения	true	99.69%
совет	нормотворческий	нормотворческого	false	99.95%
совет	обсуждение	обсуждения	true	98.16%
совет	обьединяется	обьединяющегося	false	99.47%
совет	орган	органа	true	77.22%
совет	органов_управления	органов_управлений	true	98.20%
совет	отношение	отношения	false	92.82%
совет	подобных_организаций	подобных_организаций	false	92.82%
совет	рабочая_встреча	рабочей_встречи	true	55.47%
совет	совет[	совет[	false	99.98%
совет	совещание	совещания	true	99.95%
совет	согласный	согласного	false	99.63%
совет	сообщение	сообщения	true	97.17%
совет	состояние	состояния	false	99.98%
совет	управление	управления	true	76.89%
совет	учреждение	учреждения	false	67.24%
создание	агентурной_работы	агентурной_работ	false	99.99%
создание	возникновение	возникновения	true	99.77%
создание	гидрооксид	гидрооксида	false	99.99%
создание	действие	действия	true	99.99%
создание	дело	дела	true	99.99%
создание	дорогостоящие_инициативы	дорогостоящих_инициатив	true	95.07%
создание	животное	животного	false	96.21%
создание	знаковые_события	знаковых_событий	false	98.37%
создание	коврочистного	коврочистного	false	99.99%
создание	мера	меры	false	99.93%
создание	нововведение	нововведения	false	61.84%
создание	обуславливать,_способствовать	обуславливающего,_способствующего	false	99.93%
создание	обусловить	обусловившего	false	99.89%
создание	обусловливать	обусловливающего	false	99.93%
создание	объект	объекта	false	97.17%
создание	определить	определившего	false	99.97%
создание	определять	определяющего	false	85.64%
создание	организм	организма	false	97.53%
создание	предмет	предмета	false	99.98%
создание	проблема	проблемы	false	99.89%
создание	проект	проекта	false	62.35%
создание	произведение	произведения	false	99.96%
создание	развитие	развития	true	65.25%
создание	разработка	разработки	false	94.93%
создание	расширение	расширения	false	99.20%
создание	росту_новые_инициативы	роста_новых_инициатив	false	93.67%
создание	структура	структуры	false	99.99%
создание	существо, —	существо, —	true	87.30%
создание	существо…	существо…	false	60.77%
создание	увеличение	увеличения	false	88.97%
создание	экономическому_росту_новые_инициативы	экономического_роста_новых_инициатив	false	97.86%
солнце	внешних_факторов	внешних_факторов	true	98.29%
солнце	гимнастическое_упражнение	гимнастического_упражнения	false	99.99%
солнце	дерево	дерева	false	99.99%
солнце	звезда_(небесное_тело)	звезды_(небесного_тела)	true	99.99%
солнце	звезды	звёзд	true	99.98%
солнце	звездный	звёздного	true	99.99%
солнце	звездочка	звёздочки	false	76.54%
солнце	излучение	излучения	true	99.99%
солнце	мензальная	мензальной	false	99.99%
солнце	место	места	false	99.63%
солнце	небесные_тела, небесных_тел	небесных_тел	true	99.99%
солнце	облако	облака	false	99.98%
солнце	планета	планеты	false	98.99%
солнце	разведываемая	разведываемой	false	99.44%
солнце	свет	света	true	99.99%
солнце	светило	светила	true	99.99%
солнце	свеча	свечи	false	52.61%
солнце	солнечный	солнечного	false	93.79%
солнце	тело	тела	true	99.96%
солнце	упражнение	упражнения	false	99.44%
сон	биопатические	биопатических	false	99.86%
сон	диференцировочное	диференцировочного	false	99.82%
сон	йофианская	йофианской	false	99.99%
сон	мелочи	мелочей	false	99.99%
сон	мысленный_образ	мысленного_образа	true	99.42%
сон	необходимое_человеку_дело	необходимого_человека_дела	true	99.62%
сон	образ_(представление)	образа_(представления)	false	99.62%
сон	образный	образного	true	92.00%
сон	пограничными_состояниями_были	пограничных_состояний_былей	true	82.42%
сон	поспать	поспавшего	false	99.04%
сон	потеряться	потерявшегося	false	52.61%
сон	потребность	потребности	true	99.97%
сон	представление	представления	true	79.50%
сон	промежуток	промежутка	true	99.97%
сон	расстройство	расстройства	false	99.89%
сон	руннийская	руннийской	false	99.99%
сон	состояниями_были	состояний_былей	true	82.42%
сон	сосудодвигателей	сосудодвигателей	false	99.99%
сон	способность	способности	true	94.71%
сон	упасть	упавшего	false	97.31%
сон	человеку_дело	человека_дела	false	79.06%
состав	величина	величины	false	77.84%
состав	высота	высоты	false	97.31%
состав	дело	дела	false	99.71%
состав	значительная	значительной	false	99.98%
состав	ингредиент	ингредиента	true	99.88%
состав	компонент	компонента	false	97.06%
состав	лицо	лица	false	99.96%
состав	набор	набора	true	99.99%
состав	организм	организма	false	98.76%
состав	подвижной_состав	подвижного_состава	true	97.12%
состав	построение	построения	true	85.16%
состав	продукт	продукта	false	88.97%
состав	расход	расхода	false	99.98%
состав	ряд	ряда	true	91.61%
состав	совокупность	совокупности	true	99.94%
состав	соединение	соединения	true	97.87%
состав	составляющая	составляющей	false	99.36%
состав	сочетание	сочетания	true	78.73%
состав	средство_транспорта	средства_транспорта	false	90.32%
состав	структура	структуры	true	98.82%
состав	транспортная_машина	транспортной_машины	true	97.71%
состав	фактор	фактора	false	99.67%
состав	фигура	фигуры	false	99.99%
состав	форма	формы	false	92.91%
состав	часть	части	false	85.71%
состав	элемент	элемента	false	94.10%
состояние	аспект	аспекта	false	97.07%
состояние	атмосфера	атмосферы	false	99.99%
состояние	возбуждение	возбуждения	false	87.57%
состояние	группа	группы	false	99.97%
состояние	действительность	действительности	true	95.66%
состояние	заведение	заведения	false	99.99%
состояние	имущество,_собственность	имущества,_собственности	true	98.97%
состояние	имущественный	имущественного	true	68.84%
состояние	конкретирование	конкретирования	false	99.98%
состояние	лучистый	лучистого	false	97.31%
состояние	общие_симптомы	общих_симптомов	true	99.99%
состояние	объект	объекта	false	99.82%
состояние	организация	организации	false	99.95%
состояние	положение_дел	положения_дел	false	99.90%
состояние	пребывание	пребывания	false	95.34%
состояние	препятствие	препятствия	false	99.98%
состояние	протекание	протекания	false	99.07%
состояние	психических_расстройств	психических_расстройств	false	69.06%
состояние	расстройство	расстройства	false	99.67%
состояние	самоозарения	самоозарений	false	99.84%
состояние	сверхсубъективное	сверхсубъективного	false	95.88%
состояние	симптом	симптома	true	74.56%
состояние	ситуация	ситуации	false	99.95%
состояние	собственность	собственности	false	99.36%
состояние	создание	создания	true	82.33%
состояние	стадия	стадии	true	99.24%
состояние	условие	условия	false	99.14%
состояние	учреждение	учреждения	false	99.99%
состояние	факторов, факторы	факторов	false	92.87%
состояние	хронических_заболеваний	хронических_заболеваний	false	99.67%
состояние	шумовыми_воздействиями	шумовых_воздействий	false	99.99%
союз	бродербонд	бродербонда	false	99.98%
союз	взаимодействие	взаимодействия	true	99.92%
союз	добровольная_организация	добровольной_организации	true	99.99%
союз	единение	единения	true	99.99%
союз	железяка	железяки	false	99.99%
союз	заведение	заведения	false	99.88%
союз	идеология	идеологии	false	94.19%
союз	империя	империи	true	51.86%
союз	институт	института	false	87.36%
союз	левые_организации	левых_организаций	false	88.18%
союз	массовая_организация	массовой_организации	true	99.99%
союз	метла	метлы	false	99.99%
союз	объединений_предприятий	объединений_предприятий	true	99.31%
союз	объединение	объединения	true	99.95%
союз	организации, организаций	организаций	true	99.99%
союз	отношения	отношений	true	99.99%
союз	революционные_организации	революционных_организаций	false	83.43%
союз	ритуал	ритуала	false	86.69%
союз	служебные_части_речи	служебных_частей_речей	true	97.12%
союз	соединение	соединения	true	99.96%
союз	страна	страны	false	99.57%
союз	структура	структуры	true	67.10%
союз	таинство	таинства	true	75.32%
союз	учреждение	учреждения	true	99.95%
спектакль	внебродвейское	внебродвейского	false	99.99%
спектакль	выступление	выступления	true	99.99%
спектакль	естественные_увеселения	естественных_увеселений	true	59.18%
спектакль	зрелище	зрелища	true	99.99%
спектакль	картинка	картинки	false	99.99%
спектакль	картина	картины	false	97.07%
спектакль	композиция	композиции	true	95.66%
спектакль	мероприятие	мероприятия	true	99.99%
спектакль	отчуждение[	отчуждение[	false	99.98%
спектакль	помещений_театра	помещений_театра	false	93.18%
спектакль	постановка	постановки	true	99.96%
спектакль	представление_(зрелище)	представления_(зрелища)	true	99.99%
спектакль	произведение	произведения	true	99.99%
спектакль	происшествие	происшествия	false	99.96%
спектакль	развлечения	развлечений	true	99.99%
спектакль	развлечение	развлечения	true	99.99%
спектакль	слово	слова	false	99.81%
спектакль	сочинение	сочинения	true	85.16%
спектакль	способ	способа	false	98.60%
спектакль	сценка	сценки	false	99.95%
спектакль	членам_коллектива_исполнителей	членов_коллектива_исполнителей	true	96.66%
спектакль	…районирование	…районирования	false	99.99%
специалист	государь	государя	false	99.98%
специалист	должность	должности	true	99.99%
специалист	знаток	знатока	false	68.50%
специалист	изощренного_стиля	изощрённого_стиля	false	99.98%
специалист	лиц	лиц	true	99.89%
специалист	лицо	лица	true	88.13%
специалист	личность	личности	false	89.99%
специалист	личностный	личностного	false	99.97%
специалист	люди	людей	true	99.99%
специалист	мастер	мастера	true	99.86%
специалист	психиатр—	психиатр—	false	99.24%
специалист	работник	работника	true	97.21%
специалист	служить	служащего	true	99.99%
специалист	служащих	служащих	true	99.99%
специалист	сотрудник	сотрудника	true	97.56%
специалист	субъективный_фактор	субъективного_фактора	false	99.99%
специалист	трудящийся_человек	трудящегося_человека	true	97.73%
специалист	труженик	труженика	true	94.73%
специалист	факторов_производства	факторов_производств	false	99.88%
специалист	че­ловек	че­ловека	true	99.99%
специалист	человек, —	человек, —	true	99.99%
специалист	человек —	человек —	true	99.99%
специалист	человек	человека	true	99.99%
специалист	человеческая_личность	человеческой_личности	true	99.99%
спина	животное	животного	false	99.99%
спина	зад	зада	true	99.93%
спина	крохотной_цели	крохотной_целей	false	99.99%
спина	места_дракона	мест_дракона	false	99.51%
